abstract;author;categories;citable_docs._(3years);cites_/_doc._(2years);country;coverage;doi;eigenfactor_score;h_index;isbn;issn;issn1;issn2;issn3;jcr_value;keywords;publisher_x;publisher_y;ref._/_doc.;region;scimago_value;sjr_best_quartile;sourceid;title_csv;title_bib;total_cites;total_cites_(3years);total_docs._(2020);total_docs._(3years);total_refs.;type;type_publication;year
This paper is a review of the literature on fintech and its interaction with banking. Included in fintech are innovations in payment systems (including cryptocurrencies), credit markets (including P2P lending), and insurance, with Blockchain-assisted smart contracts playing a role. The paper provides a definition of fintech, examines some statistics and stylized facts, and then reviews the theoretical and empirical literature. The review is organized around four main research questions. The paper summarizes our knowledge on these questions and concludes with questions for future research.;Anjan V. Thakor;"Economics and Econometrics (Q1); Finance (Q1)";83.0;482.0;United States;1990-2020;10.1016/j.jfi.2019.100833;0.0046700000000000005;77.0;;10429573;10960473;10429573;10960473;5.179;Fintech, Cryptocurrencies, P2P lending, Banking, Systemic risk;Academic Press Inc.;;4358.0;Northern America;5445.0;Q1;28996.0;Journal of financial intermediation;Fintech and banking: what do we know?;3216.0;436.0;48.0;87.0;2092.0;journal;article;2020
Ovarian function is central to female fertility, and several genome-wide association studies (GWAS) have been carried out to elucidate the genetic background of traits and disorders that reflect and affect ovarian physiology. While GWAS have been successful in reporting numerous genetic associations and highlighting involved pathways relevant to reproductive aging, for ovarian disorders, such as premature ovarian insufficiency and polycystic ovary syndrome, research has lagged behind due to insufficient study sample size. Novel approaches to study design and analysis methods that help to fit GWAS findings into biological context will improve our knowledge about genetics governing ovarian function in fertility and disease, and provide input for clinical tools and better patient management.;Triin Laisk-Podar and Cecilia M. Lindgren and Maire Peters and Juha S. Tapanainen and Cornelis B. Lambalk and Andres Salumets and Reedik Mägi;"Endocrinology (Q1); Endocrinology, Diabetes and Metabolism (Q1)";266.0;771.0;United States;1989-2020;10.1016/j.tem.2016.04.011;0.01355;168.0;;10432760;10432760;18793061;10432760;12.015;ovarian reserve, menopause, polycystic ovary syndrome, premature ovarian insufficiency;Elsevier Inc.;;7722.0;Northern America;3520.0;Q1;26746.0;Trends in endocrinology and metabolism;Ovarian physiology and gwas: biobanks, biology, and beyond;11973.0;2620.0;93.0;270.0;7181.0;journal;article;2016
Based on microdata from China's listed companies and macrodata for broadband internet access in prefecture-level cities, this paper explores the relationship between broadband internet and enterprise innovation. Using the change in market concentration caused by the North–South separation reform of China Telecom in 2002 as an instrumental variable, the results show that in general, a 1% increase in broadband internet access results in a 1.395% increase in the number of corporate patents. Specifically, the number of valid patents, patent citations and valid patent citations, reflecting patent quality, increases by 1.499%, 0.920% and 0.763%, respectively. The mechanistic analysis shows that broadband internet access contributes to increasing the number of R&D personnel and personal innovation efficiency, enhancing enterprises' willingness to innovate, and easing financing constraints. Further analysis suggests that broadband internet access mainly promotes invention patents rather than design patents. The innovation effect is more evident among high-tech, inventor-intensive, state-owned enterprises and enterprises located in the non-southeastern coastal region of China.;Mengjun Yang and Shilin Zheng and Lin Zhou;"Economics and Econometrics (Q1); Finance (Q1)";311.0;396.0;Netherlands;1989-2020;10.1016/j.chieco.2022.101802;0.00605;76.0;;1043951X;1043951X;1043951X;1043951X;4.227;Broadband internet, Innovation, Instrumental variable, Knowledge spillover, Financing constraints;Elsevier;;4520.0;Western Europe;1361.0;Q1;20566.0;China economic review;Broadband internet and enterprise innovation;5722.0;1318.0;184.0;319.0;8316.0;journal;article;2022
Radiotherapy is a discipline closely integrated with computer science. Artificial intelligence (AI) has developed rapidly over the past few years. With the explosive growth of medical big data, AI promises to revolutionize the field of radiotherapy through highly automated workflow, enhanced quality assurance, improved regional balances of expert experiences, and individualized treatment guided by multi-omics. In addition to independent researchers, the increasing number of large databases, biobanks, and open challenges significantly facilitated AI studies on radiation oncology. This article reviews the latest research, clinical applications, and challenges of AI in each part of radiotherapy including image processing, contouring, planning, quality assurance, motion management, and outcome prediction. By summarizing cutting-edge findings and challenges, we aim to inspire researchers to explore more future possibilities and accelerate the arrival of AI radiotherapy.;Guangqi Li and Xin Wu and Xuelei Ma;Cancer Research (Q1);286.0;1139.0;United States;1990-2020;10.1016/j.semcancer.2022.08.005;0.01211;148.0;;1044579X;10963650;1044579X;10963650;15.707;Artificial intelligence, Radiotherapy, Auto-segmentation, Auto-planning, Quality assurance;Academic Press Inc.;;16697.0;Northern America;3908.0;Q1;24046.0;Seminars in cancer biology;Artificial intelligence in radiotherapy;11552.0;3555.0;287.0;310.0;47920.0;journal;article;2022
"The COVID-19 pandemic has brought into sharp focus the importance of strategies supporting vaccine development. During the pandemic, TRANSVAC, the European vaccine–research-infrastructure initiative, undertook an in-depth consultation of stakeholders to identify how best to position and sustain a European vaccine R&D infrastructure. The consultation included an online survey incorporating a gaps-and-needs analysis, follow-up interviews and focus-group meetings. Between October 2020 and June 2021, 53 organisations completed the online survey, including 24 research institutes and universities, and 9 pharmaceutical companies; 24 organisations participated in interviews, and 14 in focus-group meetings. The arising recommendations covered all aspects of the vaccine-development value chain: from preclinical development to financing and business development; and covered prophylactic and therapeutic vaccines, for both human and veterinary indications. Overall, the recommendations supported the expansion and elaboration of services including training programmes, and improved or more extensive access to expertise, technologies, partnerships, curated databases, and-data analysis tools. Funding and financing featured as critical elements requiring support throughout the vaccine-development programmes, notably for academics and small companies, and for vaccine programmes that address medical and veterinary needs without a great potential for commercial gain. Centralizing the access to these research infrastructures via a single on-line portal was considered advantageous.";Stefan Jungbluth and Hilde Depraetere and Monika Slezak and Dennis Christensen and Norbert Stockhofe and Laurent Beloeil;"Applied Microbiology and Biotechnology (Q3); Bioengineering (Q3); Biotechnology (Q3); Immunology and Microbiology (miscellaneous)  (Q3); Medicine (miscellaneous) (Q3); Pharmacology (Q3)";233.0;180.0;United States;1990-2020;10.1016/j.biologicals.2022.02.003;0.00175;56.0;;10451056;10958320;10451056;10958320;1.856;Vaccines, Research and development, Research infrastructure, Science policy, Platform technologies, Manufacturing;Academic Press Inc.;;2942.0;Northern America;503.0;Q3;13671.0;Biologicals;A gaps-and-needs analysis of vaccine r&d in europe: recommendations to improve the research infrastructure;1973.0;442.0;76.0;238.0;2236.0;journal;article;2022
Graph databases are taking place in many different applications: smart city, smart cloud, smart education, etc. In most cases, the applications imply the creation of ontologies and the integration of a large set of knowledge to build a knowledge base as an RDF KB store, with ontologies, static data, historical data and real time data. Most of the RDF stores are endowed with inferential engines that materialize some knowledge as triples during indexing or querying. In these cases, deleting concepts may imply the removal and change of many triples, especially if the triples are those modeling the ontological part of the knowledge base, or are referred by many other concepts. For these solutions, the graph database versioning feature is not provided at level of the RDF stores tool, and it is quite complex and time consuming to be addressed as black box approach. In most cases the indexing is a time consuming process, and the rebuilding of the KB may imply manually edited long scripts that are error prone. Therefore, in order to solve these kinds of problems, this paper proposes a lifecycle methodology and a tool supporting versioning of indexes for RDF KB store. The solution proposed has been developed on the basis of a number of knowledge oriented projects as Sii-Mobility (smart city), RESOLUTE (smart city risk assessment), ICARO (smart cloud). Results are reported in terms of time saving and reliability.;Pierfrancesco Bellini and Ivan Bruno and Paolo Nesi and Nadia Rauch;"Language and Linguistics (Q2); Computer Science Applications (Q3); Human-Computer Interaction (Q3)";110.0;188.0;United Kingdom;1990-2019;10.1016/j.jvlc.2015.10.018;;49.0;;1045926X;10958533;1045926X;10958533;;RDF knowledge base versioning, Graph stores versioning, RDF store management, Knowledge base life cycle;Elsevier Ltd.;;0.0;Western Europe;227.0;Q2;27187.0;Journal of visual languages and computing;Graph databases methodology and tool supporting index/store versioning;;216.0;0.0;115.0;0.0;journal;article;2015
DNA methylation provides a pivotal layer of epigenetic regulation in eukaryotes that has significant involvement for numerous biological processes in health and disease. The function of methylation of cytosine bases in DNA was originally proposed as a “silencing” epigenetic marker and focused on promoter regions of genes for decades. Improved technologies and accumulating studies have been extending our understanding of the roles of DNA methylation to various genomic contexts including gene bodies, repeat sequences and transcriptional start sites. The demand for comprehensively describing DNA methylation patterns spawns a diversity of DNA methylation profiling technologies that target its genomic distribution. These approaches have enabled the measurement of cytosine methylation from specific loci at restricted regions to single-base-pair resolution on a genome-scale level. In this review, we discuss the different DNA methylation analysis technologies primarily based on the initial treatments of DNA samples: bisulfite conversion, endonuclease digestion and affinity enrichment, involving methodology evolution, principles, applications, and their relative merits. This review may offer referable information for the selection of various platforms for genome-wide analysis of DNA methylation.;Shizhao Li and Trygve O. Tollefsbol;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Molecular Biology (Q1)";627.0;316.0;United States;1990-2020;10.1016/j.ymeth.2020.10.002;0.0203;150.0;;10462023;10462023;10959130;10462023;3.608;DNA methylation, DNA hydroxymethylation, Next-generation sequencing, Bisulfite conversion, Endonuclease digestion, Affinity enrichment, Microarray;Academic Press Inc.;;5896.0;Northern America;2080.0;Q1;14129.0;Methods;Dna methylation methods: global dna methylation and methylomic analyses;26408.0;2617.0;219.0;676.0;12913.0;journal;article;2021
The use of clarifying questions (CQs) is a fairly new and useful technique to aid systems in recognizing the intent, context, and preferences behind user queries. Yet, understanding the extent of the effect of CQs on user behavior and the ability to identify relevant information remains relatively unexplored. In this work, we conduct a large user study to understand the interaction of users with CQs in various quality categories, and the effect of CQ quality on user search performance in terms of finding relevant information, search behavior, and user satisfaction. Analysis of implicit interaction data and explicit user feedback demonstrates that high-quality CQs improve user performance and satisfaction. By contrast, low- and mid-quality CQs are harmful, and thus allowing the users to complete their tasks without CQ support may be preferred in this case. We also observe that user engagement, and therefore the need for CQ support, is affected by several factors, such as search result quality or perceived task difficulty. The findings of this study can help researchers and system designers realize why, when, and how users interact with CQs, leading to a better understanding and design of search clarification systems.;Zou, Jie and Aliannejadi, Mohammad and Kanoulas, Evangelos and Pera, Maria Soledad and Liu, Yiqun;"Business, Management and Accounting (miscellaneous) (Q1); Information Systems (Q1); Computer Science Applications (Q2)";126.0;710.0;United States;1983-2020;10.1145/3524110;0.00183;83.0;;10468188;10468188;15582868;10468188;4.797;"User Study; Information Seeking Systems; Clarifying Questions";Association for Computing Machinery (ACM);Association for Computing Machinery;7002.0;Northern America;672.0;Q1;18997.0;Acm transactions on information systems;Users meet clarifying questions: toward a better understanding of user interactions for search clarification;2193.0;850.0;44.0;126.0;3081.0;journal;article;2022
"ABSTRACT
Purpose
The use of predictive models in epidemiology is relatively narrow as most of the studies report results of traditional statistical models such as Linear, Logistic, or Cox regressions. In this study, a high-dimensional epidemiological cohort, collected within the Kuopio Ischemic Heart Disease Risk Factor Study in 1984–1989, was used to investigate the predictive ability of models with embedded variable selection.
Methods
Simple Logistic Regression with seven preselected risk factors was compared to k-Nearest Neighbors, Logistic Lasso Regression, Decision Tree, Random Forest, and Multilayer Perceptron in predicting cardiovascular death for the aged men from Kuopio Ischemic Heart Disease Risk Factor for the long horizon of 30 ± 3 years: 746 predictor variables were available for 2682 men (705 cardiovascular deaths were registered). We considered two scenarios of handling competing risks (removing subjects and treating them as non-cases).
Results
The best average AUC on the test sample was 0.8075 (95%CI, 0.8051–0.8099) in scenario 1 and 0.7155 (95%CI, 0.7128–0.7183) in scenario 2 achieved with Logistic Lasso Regression, which was 6.04% and 5.50% higher than the baseline AUC provided by Logistic Regression with manually preselected predictors.
Conclusions
In both scenarios Logistic Lasso Regression, Random Forest, and Multilayer Perceptron outperformed Simple Logistic Regression.";Christina Brester and Ari Voutilainen and Tomi-Pekka Tuomainen and Jussi Kauhanen and Mikko Kolehmainen;Epidemiology (Q2);361.0;300.0;United States;1990-2020;10.1016/j.annepidem.2022.03.010;0.01121;122.0;;10472797;18732585;10472797;18732585;3.797;Machine learning, Prediction of cardiovascular death, Population study, Epidemiology;Elsevier Inc.;;3734.0;Northern America;1644.0;Q2;19569.0;Annals of epidemiology;Epidemiological predictive modeling: lessons learned from the kuopio ischemic heart disease risk factor study☆;8616.0;1286.0;118.0;396.0;4406.0;journal;article;2022
With the growing accessibility and usability of internet there is a growing concern over content protection of digital images. Recently, to eliminate the traditional use of passwords and to ensure that the access to the image is restricted only to legitimate users, security solutions are increasingly combined with biometrics. Consequently, biometric-based watermarking algorithms, that involve embedding the identity of the owner, are proposed to solve ownership disputes. This paper presents a new scheme for protecting and authenticating invisibly watermarked digital images. It applies Independent Component Analysis to the cover image and enables the insertion of two independent watermarks based on fingerprint and iris biometrics. In this approach biometric techniques are used for watermarks generation and for owners authentication. The main advantage of proposed algorithm is construction of ICA based watermarking domain to enable insertion of two independent watermarks, that improve authentication accuracy and makes scheme more robust.;Wioletta Wójtowicz and Marek R. Ogiela;"Media Technology (Q1); Computer Vision and Pattern Recognition (Q2); Electrical and Electronic Engineering (Q2); Signal Processing (Q2)";764.0;355.0;United States;1990-2020;10.1016/j.jvcir.2016.02.006;0.007390000000000001;81.0;;10473203;10473203;10473203;10473203;2.678;Image watermarking, Image authentication, Biometric watermarking, Independent Component Analysis (ICA), Biometric verification, Multibiometrics, Fingerprint recognition, Iris recognition;Academic Press Inc.;;4385.0;Northern America;502.0;Q1;25592.0;Journal of visual communication and image representation;Digital images authentication scheme based on bimodal biometric watermarking in an independent domain;5331.0;2863.0;169.0;769.0;7411.0;journal;article;2016
This research examines for the first time the relationship between Big data and Smart data among French automotive distributors. Many low-tech firms engage in these data policies to improve their decisions and performance through the predictive capacities of their data. A discussion emerges in the literature according to which an effective policy lies in the conversion of a mass of raw data into so-called intelligent data. In order to understand better this digital transition, we question the transformation of data policies practiced in low-tech firms through the founding model of 3Vs (Volume, Variety and Velocity of data). First of all, this empirical study of 112 French automotive distributors develops the existing literature by proposing an original and detailed typology of the data policies practiced (Low data, Big data and Smart data). Secondly, after specifying the elements of the differences between the quantitative nature of Big data and the qualitative nature of Smart data, our results reveal and analyse for the first time the existence of their synergistic relationship. Companies transform their Big data approach into Smart data when they move from massive exploitation to intelligent exploitation of their data. The phenomenon is part of a high-end loop data exploitation. Initially, the exploitation of intelligent data can only be done by extracting a sample from a large raw data pool previously made by a Big data policy. Secondly, the organization's raw data pool is in turn enriched by the repayment of contributions made by the Smart data approach. Thus, this study develops three important ways. First off, we identify, detail and compare the current data policies of a traditional industry. Secondly, we reveal and explain the evolution of digital practices within organizations that now combine both quantitative and qualitative data exploitation. Finally, our results guide decision-makers towards the synergistic and the legitimate association of different forms of data management for better performance.;Jean-Sébastien Lacam and David Salvetat;"Computer Science Applications (Q2); Information Systems and Management (Q2); Management of Technology and Innovation (Q2); Marketing (Q2); Strategy and Management (Q2)";56.0;476.0;United Kingdom;1990-2020;10.1016/j.hitech.2021.100406;;46.0;;10478310;10478310;10478310;10478310;;Big data, Smart data, Volume, Velocity, Variety, Automotive distribution;Elsevier BV;;6772.0;Western Europe;684.0;Q2;19713.0;Journal of high technology management research;Big data and smart data: two interdependent and synergistic digital policies within a virtuous data exploitation loop;;243.0;18.0;56.0;1219.0;journal;article;2021
Understanding the traits that define a leader is a perennial quest. An ongoing debate surrounds the complexity required to unravel the leader trait paradigm. With the advancement of machine learning, scholars are now better equipped to model leadership as an outcome of complex patterns in traits. However, interpreting those models is often harder. In this paper, we guide researchers in the application of machine learning techniques to uncover complex relationships. Specifically, we demonstrate how applying machine learning can help to assess the complexity of a relationship and show techniques that help interpret the outcomes of “black box” machine learning algorithms. While demonstrating techniques to uncover complex relationships, we are using the Big Five Inventory and need for cognition to predict leadership role occupancy. Among our sample (n = 3385), we find that the leader trait paradigm can benefit from modeling complexity beyond linear effects and generate several interpretable results.;Brian M. Doornenbal and Brian R. Spisak and Paul A. {van der Laken};"Applied Psychology (Q1); Business and International Management (Q1); Organizational Behavior and Human Resource Management (Q1); Sociology and Political Science (Q1)";142.0;994.0;United States;1990-2020;10.1016/j.leaqua.2021.101515;0.00895;151.0;;10489843;10489843;10489843;10489843;10.517;Leader trait paradigm, Machine learning, Complexity, Interpretability, Personality;Elsevier Inc.;;12072.0;Northern America;4989.0;Q1;21149.0;Leadership quarterly;Opening the black box: uncovering the leader trait paradigm through machine learning;14059.0;1576.0;78.0;150.0;9416.0;journal;article;2021
Symbiotic simulation systems that incorporate data-driven methods (such as machine/deep learning) are effective and efficient tools for just-in-time (JIT) operational decision making. With the growing interest on Digital Twin City, such systems are ideal for real-time microscopic traffic simulation. However, learning-based models are heavily biased towards the training data and could produce physically inconsistent outputs. In terms of microscopic traffic simulation, this could lead to unsafe driving behaviours causing vehicle collisions in the simulation. As for symbiotic simulation, this could severely affect the performance of real-time base simulation model resulting in inaccurate or unrealistic forecasts, which could, in turn, mislead JIT what-if analysis. To overcome this issue, a physics-guided data-driven modelling paradigm should be adopted so that the resulting model could capture both accurate and safe driving behaviours. However, very few works exist in the development of such a car-following model that can balance between simulation accuracy and physical consistency. Therefore, in this paper, a new “jointly-trained physics-guided Long Short-term Memory (JTPG-LSTM)” neural network, is proposed and integrated to a dynamic data-driven simulation system to capture dynamic car-following behaviours. An extensive set of experiments was conducted to demonstrate the advantages of the proposed model from both modelling and simulation perspectives.;Naing, Htet and Cai, Wentong and Nan, Hu and Tiantian, Wu and Liang, Yu;"Computer Science Applications (Q3); Modeling and Simulation (Q3)";77.0;233.0;United States;1991-2020;10.1145/3558555;0.00054;51.0;;10493301;15581195;10493301;15581195;1.075;"Data-driven modelling; car-following; physics-guided machine learning; online learning; just-in-time simulation; real-time simulation; symbiotic simulation; digital twin";Association for Computing Machinery (ACM);Association for Computing Machinery;3592.0;Northern America;380.0;Q3;23054.0;Acm transactions on modeling and computer simulation;Dynamic data-driven microscopic traffic simulation using jointly trained physics-guided long short-term memory;722.0;171.0;25.0;81.0;898.0;journal;article;2022
Security patches in open source software, providing security fixes to identified vulnerabilities, are crucial in protecting against cyber attacks. Security advisories and announcements are often publicly released to inform the users about potential security vulnerability. Despite the National Vulnerability Database (NVD) publishes identified vulnerabilities, a vast majority of vulnerabilities and their corresponding security patches remain beyond public exposure, e.g., in the open source libraries that are heavily relied on by developers. As many of these patches exist in open sourced projects, the problem of curating and gathering security patches can be difficult due to their hidden nature. An extensive and complete security patches dataset could help end-users such as security companies, e.g., building a security knowledge base, or researcher, e.g., aiding in vulnerability research.To efficiently curate security patches including undisclosed patches at large scale and low cost, we propose a deep neural-network-based approach built upon commits of open source repositories. First, we design and build security patch datasets that include 38,291 security-related commits and 1,045 Common Vulnerabilities and Exposures (CVE) patches from four large-scale C programming language libraries. We manually verify each commit, among the 38,291 security-related commits, to determine if they are security related.We devise and implement a deep learning-based security patch identification system that consists of two composite neural networks: one commit-message neural network that utilizes pretrained word representations learned from our commits dataset and one code-revision neural network that takes code before revision and after revision and learns the distinction on the statement level. Our system leverages the power of the two networks for Security Patch Identification. Evaluation results show that our system significantly outperforms SVM and K-fold stacking algorithms. The result on the combined dataset achieves as high as 87.93% F1-score and precision of 86.24%.We deployed our pipeline and learned model in an industrial production environment to evaluate the generalization ability of our approach. The industrial dataset consists of 298,917 commits from 410 new libraries that range from a wide functionalities. Our experiment results and observation on the industrial dataset proved that our approach can identify security patches effectively among open sourced projects.;Zhou, Yaqin and Siow, Jing Kai and Wang, Chenyu and Liu, Shangqing and Liu, Yang;Software (Q2);58.0;494.0;United States;1992-2020;10.1145/3468854;0.00099;78.0;;1049331X;15577392;1049331X;15577392;2.674;deep learning, Machine learning, software security;Association for Computing Machinery (ACM);Association for Computing Machinery;7053.0;Northern America;597.0;Q2;18121.0;Acm transactions on software engineering and methodology;Spi: automated identification of security patches via commits;908.0;297.0;32.0;66.0;2257.0;journal;article;2021
;Krzysztof Drzymalski and Joshua Schulman-Marcus;Cardiology and Cardiovascular Medicine (Q1);144.0;249.0;United States;1991-2020;10.1016/j.tcm.2017.08.005;0.004229999999999999;98.0;;10501738;10501738;18732615;10501738;6.677;;Elsevier Inc.;;3968.0;Northern America;1599.0;Q1;20655.0;Trends in cardiovascular medicine;Editorial commentary: death after acute myocardial infarction, possible to predict?;3542.0;732.0;171.0;326.0;6786.0;journal;article;2018
Observational data research studying access, utilization, cost, and outcomes of image-guided interventions using publicly available “big data” sets is growing in the interventional radiology (IR) literature. Publicly available data sets offer insight into real-world care and represent an important pillar of IR research moving forward. They offer insights into how IR procedures are being used nationally and whether they are working as intended. On the other hand, large data sources are aggregated using complex sampling frames, and their strengths and weaknesses only become apparent after extensive use. Unintentional misuse of large data sets can result in misleading or sometimes erroneous conclusions. This review introduces the most commonly used databases relevant to IR research, highlights their strengths and limitations, and provides recommendations for use. In addition, it summarizes methodologic best practices pertinent to all data sets for planning and executing scientifically rigorous and clinically relevant observational research.;Premal S. Trivedi and Vincent M. Timpone and Rustain L. Morgan and Alexandria M. Jensen and Margaret Reid and P. Michael Ho and Osman Ahmed;"Medicine (miscellaneous) (Q1); Radiology, Nuclear Medicine and Imaging (Q1); Cardiology and Cardiovascular Medicine (Q2)";715.0;186.0;United States;1990-2020;10.1016/j.jvir.2022.08.003;0.01078;133.0;;10510443;10510443;15357732;10510443;3.464;;Elsevier Inc.;;1689.0;Northern America;979.0;Q1;17243.0;Journal of vascular and interventional radiology;A practical guide to use of publicly available data sets for observational research in interventional radiology;11063.0;2111.0;401.0;1086.0;6771.0;journal;article;2022
We construct a new measure of aggregate housing wealth for the U.S. based on (1) home-value estimates derived from machine learning algorithms applied to detailed information on property characteristics and recent transaction prices, and (2) Census housing unit counts. According to our new measure, the timing and amplitude of the recent house-price cycle differs materially but plausibly from commonly-used measures, which are based on survey data or repeat-sales price indexes. Thus, our methodology generates estimates that should be of considerable value to researchers and policymakers interested in the dynamics of aggregate housing wealth.;Joshua Gallin and Raven Molloy and Eric Nielsen and Paul Smith and Kamila Sommer;Economics and Econometrics (Q2);110.0;157.0;United States;1991-2020;10.1016/j.jhe.2020.101734;0.00176;51.0;;10511377;10960791;10511377;10960791;1.705;Residential real estate, Consumer economics and finance, Data collection and estimation, Flow of funds;Academic Press Inc.;;4517.0;Northern America;819.0;Q2;13927.0;Journal of housing economics;Measuring aggregate housing wealth: new insights from machine learning ☆;1602.0;294.0;35.0;114.0;1581.0;journal;article;2021
Detecting weak celestial source signals from massive radio data is a very challenging task because the radiation received by radio telescope is very weak and prone to disturbances. In order to detect these weak signals, we propose a two-stage object detection method that performs more finely in computer vision tasks. The novelty of the proposed method is to combine traditional soft thresholding denoising methods with attention mechanisms in deep neural networks. We propose a channel attention shrinkage network as the backbone of the object detection model to extract the features of weak signals from celestial sources by removing noise-related information. Moreover, targeting the characteristics of celestial source fringes in phase images, we propose a cluster-based anchor boxes generation algorithm to improve the accuracy of fringes position detection. We also introduce the CIoU loss function to improve the performance of the model because of the large aspect ratio of the celestial source fringes in the phase image. We generate simulated celestial source fringes data based on the parameters of the observation system to train our model and conduct experiments to evaluate the performance of the proposed algorithm. Our model obtains satisfactory detection accuracy and accurate for the location of celestial source fringes.;Ruiqing Yan and Rong Ma and Wei Liu and Zongyao Yin and Zhengang Zhao and Siying Chen and Sheng Chang and Hui Zhu and Dan Hu and Xianchuan Yu;"Computer Vision and Pattern Recognition (Q1); Applied Mathematics (Q2); Artificial Intelligence (Q2); Computational Theory and Mathematics (Q2); Electrical and Electronic Engineering (Q2); Signal Processing (Q2); Statistics, Probability and Uncertainty (Q2)";587.0;424.0;United States;1991-2020;10.1016/j.dsp.2022.103663;;76.0;;10512004;10954333;10512004;10954333;;Deep learning, Weak signal detection, Celestial source fringe, Soft thresholding, Astronomical image processing;Elsevier Inc.;;4323.0;Northern America;631.0;Q1;24306.0;Digital signal processing: a review journal;Weak celestial source fringes detection based on channel attention shrinkage networks and cluster-based anchor boxes generation algorithm;;2366.0;194.0;593.0;8386.0;journal;article;2022
;Michael R. Mathis and Timur Z. Dubovoy and Matthew D. Caldwell and Milo C. Engoren;"Anesthesiology and Pain Medicine (Q2); Cardiology and Cardiovascular Medicine (Q2)";1041.0;158.0;United Kingdom;1991-2020;10.1053/j.jvca.2019.11.012;0.00838;82.0;;10530770;10530770;15328422;10530770;2.628;;W.B. Saunders Ltd;;2892.0;Western Europe;678.0;Q2;23831.0;Journal of cardiothoracic and vascular anesthesia;Making sense of big data to improve perioperative care: learning health systems and the multicenter perioperative outcomes group;7080.0;2501.0;770.0;1616.0;22269.0;journal;article;2020
Electronic health records (EHR) have been implemented successfully in a majority of United States healthcare systems in some form. There has been a rise in secondary uses of EHR, especially for research. EHR data is large, heterogenous, incomplete, noisy, and primarily created for purposes other than research. This presents many challenges, many of which are beginning to be overcome with the application of computer science artificial intelligence techniques, such as natural language processing and machine learning. EHR are gradually being redesigned to facilitate future research, though we are still far from a “complete EHR.”;Ellen Kim and Samuel M. Rubinstein and Kevin T. Nead and Andrzej P. Wojcieszynski and Peter E. Gabriel and Jeremy L. Warner;"Oncology (Q1); Radiology, Nuclear Medicine and Imaging (Q1); Cancer Research (Q2)";118.0;529.0;United Kingdom;1991-2020;10.1016/j.semradonc.2019.05.010;0.00271;93.0;;10534296;10534296;15329461;10534296;5.934;;W.B. Saunders Ltd;;6438.0;Western Europe;1761.0;Q1;13121.0;Seminars in radiation oncology;The evolving use of electronic health records (ehr) for research;2837.0;654.0;40.0;129.0;2575.0;journal;article;2019
The current literature on the use of disruptive innovative technologies, such as artificial intelligence (AI) for human resource management (HRM) function, lacks a theoretical basis for understanding. Further, the adoption and implementation of AI-augmented HRM, which holds promise for delivering several operational, relational and transformational benefits, is at best patchy and incomplete. Integrating the technology, organisation and people (TOP) framework with core elements of the theory of innovation assimilation and its impact on a range of AI-Augmented HRM outcomes, or what we refer to as (HRM(AI)), this paper develops a coherent and integrated theoretical framework of HRM(AI) assimilation. Such a framework is timely as several post-adoption challenges, such as the dark side of processual factors in innovation assimilation and system-level factors, which, if unattended, can lead to the opacity of AI applications, thereby affecting the success of any HRM(AI). Our model proposes several testable future research propositions for advancing scholarship in this area. We conclude with implications for theory and practice.;Verma Prikshat and Ashish Malik and Pawan Budhwar;"Applied Psychology (Q1); Organizational Behavior and Human Resource Management (Q1)";119.0;686.0;United Kingdom;1991-2020;10.1016/j.hrmr.2021.100860;0.0041;92.0;;10534822;10534822;10534822;10534822;7.444;Technology-driven HRM, AI-adoption in HRM, AI-augmented HRM, Processual factors;Elsevier Ltd.;;11407.0;Western Europe;2549.0;Q1;24719.0;Human resource management review;Ai-augmented hrm: antecedents, assimilation and multilevel consequences;3952.0;1006.0;57.0;127.0;6502.0;journal;article;2021
