abstract;author;categories;citable_docs._(3years);cites_/_doc._(2years);country;coverage;doi;eigenfactor_score;h_index;isbn;issn;issn1;issn2;issn3;jcr_value;keywords;publisher_x;publisher_y;ref._/_doc.;region;scimago_value;sjr_best_quartile;sourceid;title_csv;title_bib;total_cites;total_cites_(3years);total_docs._(2020);total_docs._(3years);total_refs.;type;type_publication;year
Discovering new materials with excellent performance is a hot issue in the materials genome initiative. Traditional experiments and calculations often waste large amounts of time and money and are also limited by various conditions. Therefore, it is imperative to develop a new method to accelerate the discovery and design of new materials. In recent years, material discovery and design methods using machine learning have attracted much attention from material experts and have made some progress. This review first outlines available materials database and material data analytics tools and then elaborates on the machine learning algorithms used in materials science. Next, the field of application of machine learning in materials science is summarized, focusing on the aspects of structure determination, performance prediction, fingerprint prediction, and new material discovery. Finally, the review points out the problems of data and machine learning in materials science and points to future research. Using machine learning algorithms, the authors hope to achieve amazing results in material discovery and design.;Yingli Liu and Chen Niu and Zhuo Wang and Yong Gan and Yan Zhu and Shuhong Sun and Tao Shen;"Ceramics and Composites (Q1); Materials Chemistry (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1); Metals and Alloys (Q1); Polymers and Plastics (Q1)";883.0;814.0;Netherlands;1993-2021;10.1016/j.jmst.2020.01.067;;68.0;;10050302;10050302;10050302;10050302;;Materials genome initiative (MGI), Materials database, Machine learning, Materials properties prediction, Materials design and discovery;Elsevier BV;;5264.0;Western Europe;1743.0;Q1;12330.0;Journal of materials science and technology;Machine learning in materials genome initiative: a review;;6659.0;572.0;890.0;30108.0;journal;article;2020
High-quality data are the foundation to monitor the progress and evaluate the effects of road traffic injury prevention measures. Unfortunately, official road traffic injury statistics delivered by governments worldwide, are often believed somewhat unreliable and invalid. We summarized the reported problems concerning the road traffic injury statistics through systematically searching and reviewing the literature. The problems include absence of regular data, under-reporting, low specificity, distorted cause spectrum of road traffic injury, inconsistency, inaccessibility, and delay of data release. We also explored the mechanisms behind the problematic data and proposed the solutions to the addressed challenges for road traffic statistics.;Fang-Rong Chang and He-Lai Huang and David C. Schwebel and Alan H.S. Chan and Guo-Qing Hu;"Orthopedics and Sports Medicine (Q3); Surgery (Q3)";222.0;156.0;Netherlands;2001-2020;10.1016/j.cjtee.2020.06.001;;26.0;;10081275;10081275;10081275;10081275;;Traffic injury data, Reported problems, Mechanisms behind the data;Elsevier;;2900.0;Western Europe;442.0;Q3;29582.0;Chinese journal of traumatology - english edition;Global road traffic injury statistics: challenges, mechanisms and solutions;;423.0;78.0;227.0;2262.0;journal;article;2020
;Pierre-Yves Cordier and Eliott Gaudray and Edouard Martin and Raphaël Paris and Salah Boussen and Philippe Goutorbe;"Critical Care Nursing (Q1); Emergency Nursing (Q1)";151.0;215.0;Ireland;1992-2020;10.1016/j.aucc.2019.08.001;0.00179;36.0;;10367314;10367314;10367314;10367314;2.737;;Elsevier Ireland Ltd;;3664.0;Western Europe;732.0;Q1;27139.0;Australian critical care;Comprehensive care documentation: a first step not to be missed;1194.0;437.0;117.0;186.0;4287.0;journal;article;2020
This paper presents the first palaeodemographic results of a newly assembled region-wide radiocarbon record of the Arctic regions of northern Norway. The dataset contains a comprehensive collection of radiocarbon dates in the area (N = 1205) and spans the 10,000-year period of hunter-gatherer settlement history from 11500 to 1500 cal BP. Utilizing local, high-resolution palaeoclimate data, the paper performs multi-proxy correlation testing of climate and demographic dynamics, looking for hunter-gatherer responses to climate variability. The paper compares both long-term climate trends and short-term disruptive climate events with the demographic development in the region. The results demonstrate marked demographic fluctuations throughout the period, characterized by a general increase, punctuated by three significant boom and bust-cycles centred on 6000, 3800 and 2200 cal BP, interpreted as instances of climate forcing of human demographic responses. The results strongly suggest the North Cape Current as a primary driver in the local environment and supports the patterns of covariance between coastal climate proxies and the palaeodemographic model. A mechanism of climate forcing mediation through marine trophic webs is proposed as a tentative explanation of the observed demographic fluxes, and a comparison with inter-regional results demonstrate remarkable similarity in demographic trends across mid-Holocene north and west Europe. The results of the north Norwegian radiocarbon record are thus consistent with independent, international efforts, corroborating the existing pan-European results and help further substantiate super-regional climate variability as the primary driver of population dynamics regardless of economic adaptation.;Erlend Kirkeng Jørgensen;Earth-Surface Processes (Q1);1841.0;207.0;United Kingdom;1989-2020;10.1016/j.quaint.2018.05.014;0.02478;106.0;;10406182;10406182;10406182;10406182;2.13;Summed probability distribution (SPD), Palaeodemographic modelling, Human/climate covariation, Northern Norway, Archaeology, Human ecology;Elsevier Ltd.;;8079.0;Western Europe;927.0;Q1;25776.0;Quaternary international;The palaeodemographic and environmental dynamics of prehistoric arctic norway: an overview of human-climate covariation;18778.0;4556.0;656.0;1961.0;53000.0;journal;article;2020
This paper is a review of the literature on fintech and its interaction with banking. Included in fintech are innovations in payment systems (including cryptocurrencies), credit markets (including P2P lending), and insurance, with Blockchain-assisted smart contracts playing a role. The paper provides a definition of fintech, examines some statistics and stylized facts, and then reviews the theoretical and empirical literature. The review is organized around four main research questions. The paper summarizes our knowledge on these questions and concludes with questions for future research.;Anjan V. Thakor;"Economics and Econometrics (Q1); Finance (Q1)";83.0;482.0;United States;1990-2020;10.1016/j.jfi.2019.100833;0.00467;77.0;;10429573;10960473;10429573;10960473;5.179;Fintech, Cryptocurrencies, P2P lending, Banking, Systemic risk;Academic Press Inc.;;4358.0;Northern America;5445.0;Q1;28996.0;Journal of financial intermediation;Fintech and banking: what do we know?;3216.0;436.0;48.0;87.0;2092.0;journal;article;2020
Machine Learning (ML) techniques offer exciting new avenues for leadership research. In this paper we discuss how ML techniques can be used to inform predictive and causal models of leadership effects and clarify why both types of model are important for leadership research. We propose combining ML and experimental designs to draw causal inferences by introducing a recently developed technique to isolate “heterogeneous treatment effects.” We provide a step-by-step guide on how to design studies that combine field experiments with the application of ML to establish causal relationships with maximal predictive power. Drawing on examples in the leadership literature, we illustrate how the suggested approach can be applied to examine the impact of, for example, leadership behavior on follower outcomes. We also discuss how ML can be used to advance leadership research from theoretical, methodological and practical perspectives and consider limitations.;Allan Lee and Ilke Inceoglu and Oliver Hauser and Michael Greene;"Applied Psychology (Q1); Business and International Management (Q1); Organizational Behavior and Human Resource Management (Q1); Sociology and Political Science (Q1)";142.0;994.0;United States;1990-2020;10.1016/j.leaqua.2020.101426;0.00895;151.0;;10489843;10489843;10489843;10489843;10.517;Leadership effectiveness, Leadership processes, Machine Learning, Artificial intelligence, Causality, Experiments, Big Data, Heterogeneous treatment effects;Elsevier Inc.;;12072.0;Northern America;4989.0;Q1;21149.0;Leadership quarterly;Determining causal relationships in leadership research using machine learning: the powerful synergy of experiments and data science;14059.0;1576.0;78.0;150.0;9416.0;journal;article;2020
The attacks, faults, and severe communication/system conditions in Mobile Crowd Sensing (MCS) make false data detection a critical problem. Observing the intrinsic low dimensionality of general monitoring data and the sparsity of false data, false data detection can be performed based on the separation of normal data and anomalies. Although the existing separation algorithm based on Direct Robust Matrix Factorization (DRMF) is proven to be effective, requiring iteratively performing Singular Value Decomposition (SVD) for low-rank matrix approximation would result in a prohibitively high accumulated computation cost when the data matrix is large. In this work, we observe the quick false data location feature from our empirical study of DRMF, based on which we propose an intelligent Light weight Low Rank and False Matrix Separation algorithm (LightLRFMS) that can reuse the previous result of the matrix decomposition to deduce the one for the current iteration step. Depending on the type of data corruption, random or successive/mass, we design two versions of LightLRFMS. From a theoretical perspective, we validate that LightLRFMS only requires one round of SVD computation and thus has very low computation cost. We have done extensive experiments using a PM 2.5 air condition trace and a road traffic trace. Our results demonstrate that LightLRFMS can achieve very good false data detection performance with the same highest detection accuracy as DRMF but with up to 20 times faster speed thanks to its lower computation cost.;Li, Xiaocan and Xie, Kun and Wang, Xin and Xie, Gaogang and Xie, Dongliang and Li, Zhenyu and Wen, Jigang and Diao, Zulong and Wang, Tian;"Computer Networks and Communications (Q1); Computer Science Applications (Q1); Electrical and Electronic Engineering (Q1); Software (Q1)";652.0;540.0;United States;1993-2020;10.1109/TNET.2020.2982685;;174.0;;10636692;10636692;10636692;10636692;;;Institute of Electrical and Electronics Engineers Inc.;IEEE Press;3740.0;Northern America;1022.0;Q1;27237.0;Ieee/acm transactions on networking;Quick and accurate false data detection in mobile crowd sensing;;3573.0;187.0;653.0;6994.0;journal;article;2020
Firms are increasingly turning towards new-age technologies such as artificial intelligence (AI), the internet of things (IoT), blockchain, and drones, among others, to assist in interacting with their customers. Further, with the prominence of personalization and customer engagement as the go-to customer management strategies, it is essential for firms to understand how to integrate new-age technologies into their existing practices to aid seamlessly in the generation of actionable insights. Towards this end, this study proposes an organizing framework to understand how firms can use digital analytics, within the changing technology landscape, to generate consumer insights. The proposed framework begins by recognizing the forces that are external to the firm then lead to the generation of specific capabilities by the firm. Further, the firms capabilities can lead to the generation of insights for decision-making that can be data-driven and/or analytics-driven. Finally, the proposed framework identifies the creation of value-based outcomes for firms and customers resulting from the insights generated. Additionally, we identify moderators that influence: (a) the impact of external forces on the development of firm capabilities, and (b) the creation of insights and subsequent firm outcomes. This study also identifies questions for future research that combines the inclusion of new-age technologies, generation of strategic insights, and the achievement of established firm outcomes.;Shaphali Gupta and Agata Leszkiewicz and V. Kumar and Tammo Bijmolt and Dmitriy Potapov;"Business and International Management (Q1); Marketing (Q1)";95.0;661.0;United States;1997-2021;10.1016/j.intmar.2020.04.003;0.00291;106.0;;10949968;10949968;15206653;10949968;6.258;Digital analytics, Internet of things, Artificial intelligence, Drones, Blockchain, Firm capabilities;Elsevier Ltd.;;8590.0;Northern America;2605.0;Q1;22928.0;Journal of interactive marketing;Digital analytics: modeling for insights and new methods;5433.0;850.0;31.0;96.0;2663.0;journal;article;2020
The SHEILA framework provides a policy and strategy framework informing the strategic implementation and use of learning analytics. However, as evidenced in several ‘ground-up’ implementations of tools, the institutional preparedness and the governance around use often comes secondary to the policy. In this paper we depart from familiar approaches and evaluate one such example of a tool's development (SRES – Student Relationship Engagement System). SRES' adoption and scaling across two institutions are evaluated using an auto-ethnographic approach scaffolded through the dimensions of the SHEILA framework, focusing on the individual perspectives of the institutional champions who have been central to this journey. This practical approach and the emerging insights may enable other institutions to identify areas of potential improvement and inform senior academic managers about the strategic requirements to scale the approach, accounting for aspects not considered in the initial ‘organic growth’ of the implementation.;Lorenzo Vigentini and Danny Y.T. Liu and Natasha Arthars and Mollie Dollinger;"Computer Networks and Communications (Q1); Computer Science Applications (Q1); Education (Q1); E-learning (Q1)";73.0;860.0;United Kingdom;1998-2020;10.1016/j.iheduc.2020.100728;0.00413;90.0;;10967516;10967516;10967516;10967516;7.178;Learning analytics, Adoption framework, Scalability and sustainability of LA, Institutional adoption, Analytic autoethnography;Elsevier BV;;6461.0;Western Europe;3143.0;Q1;16965.0;Internet and higher education;Evaluating the scaling of a la tool through the lens of the sheila framework: a comparison of two cases from tinkerers to institutional adoption;4427.0;740.0;23.0;73.0;1486.0;journal;article;2020
"Summary
The CRISPR-Cas system offers a programmable platform for eukaryotic genome and epigenome editing. The ability to perform targeted genetic and epigenetic perturbations enables researchers to perform a variety of tasks, ranging from investigating questions in basic biology to potentially developing novel therapeutics for the treatment of disease. While CRISPR systems have been engineered to target DNA and RNA with increased precision, efficiency, and flexibility, assays to identify off-target editing are becoming more comprehensive and sensitive. Furthermore, techniques to perform high-throughput genome and epigenome editing can be paired with a variety of readouts and are uncovering important cellular functions and mechanisms. These technological advances drive and are driven by accompanying computational approaches. Here, we briefly present available CRISPR technologies and review key computational advances and considerations for various CRISPR applications. In particular, we focus on the analysis of on- and off-target editing and CRISPR pooled screen data.";Kendell Clement and Jonathan Y. Hsu and Matthew C. Canver and J. Keith Joung and Luca Pinello;"Cell Biology (Q1); Molecular Biology (Q1)";1177.0;1389.0;United States;1997-2020;10.1016/j.molcel.2020.06.012;0.16184;395.0;;10972765;10974164;10972765;10974164;17.97;;Cell Press;;6040.0;Northern America;12615.0;Q1;18606.0;Molecular cell;Technologies and computational analysis strategies for crispr applications;86299.0;17825.0;413.0;1182.0;24946.0;journal;article;2020
The present study evaluates the performance of PNN models for porosity prediction using seismic attributes. Four seismic datasets and more than 20 wells from different sedimentary basins located in Libya, Iraq, Egypt and USA are employed to characterize the effective attributes for porosity prediction. Verification and testing error analysis is adopted for evaluating the prediction performance. Results indicated that the porosity prediction models are primarily dependent to the propagation related attributes with frequency attributes as the most effective parameters in porosity prediction. In addition, the data quality and processing history strongly control the prediction model performance with relatively limited effects to dataset dimensionality (2D versus 3D) and the number of wells utilized in model construction. Such results are important to better understand and evaluate the performance of PNN porosity prediction models using various seismic attributes.;Abdulaziz M. Abdulaziz;"Fuel Technology (Q1); Organic Chemistry (Q1); Process Chemistry and Technology (Q1); Catalysis (Q2); Geochemistry and Petrology (Q2); Renewable Energy, Sustainability and the Environment (Q2)";288.0;525.0;Egypt;2011-2020;10.1016/j.ejpe.2019.12.001;;38.0;;11100621;11100621;20902468;11100621;;Porosity prediction, Seismic attributes, PNN, Al Ghani field, Sooner field, Kifl field, Baltim field;Egyptian Petroleum Research Institute;;3891.0;Africa/Middle East;942.0;Q1;21100819607.0;Egyptian journal of petroleum;The effective seismic attributes in porosity prediction for different rock types: some implications from four case studies;;1586.0;33.0;288.0;1284.0;journal;article;2020
Internet of Things (IoT) is a fundamental concept of a new technology that will be promising and significant in various fields. IoT is a vision that allows things or objects equipped with sensors, actuators, and processors to talk and communicate with each other over the internet to achieve a meaningful goal. Unfortunately, one of the major challenges that affect IoT is data quality and uncertainty, as data volume increases noise, inconsistency and redundancy increases within data and causes paramount issues for IoT technologies. And since IoT is considered to be a massive quantity of heterogeneous networked embedded devices that generate big data, then it is very complex to compute and analyze such massive data. So this paper introduces a new model named NRDD-DBSCAN based on DBSCAN algorithm and using resilient distributed datasets (RDDs) to detect outliers that affect the data quality of IoT technologies. NRDD-DBSCAN has been applied on three different datasets of N-dimensions (2-D, 3-D, and 25-D) and the results were promising. Finally, comparisons have been made between NRDD-DBSCAN and previous models such as RDD-DBSCAN model and DBSCAN algorithm, and these comparisons proved that NRDD-DBSCAN solved the low dimensionality issue of RDD-DBSCAN model and also solved the fact that DBSCAN algorithm cannot handle IoT data. So the conclusion is that NRDD-DBSCAN proposed model can detect the outliers that exist in the datasets of N-dimensions by using resilient distributed datasets (RDDs), and NRDD-DBSCAN can enhance the quality of data exists in IoT applications and technologies.;Haitham Ghallab and Hanan Fahmy and Mona Nasr;"Information Systems (Q1); Computer Science Applications (Q2); Management Science and Operations Research (Q2)";59.0;694.0;Egypt;2010-2020;10.1016/j.eij.2019.12.001;0.00093;34.0;;11108665;11108665;11108665;11108665;3.943;Internet of things, IoT, Big data, Data quality, Outliers Detection, DBSCAN, RDDs;Faculty of Computers and Information, Cairo University;;3521.0;Africa/Middle East;728.0;Q1;19700182731.0;Egyptian informatics journal;Detection outliers on internet of things using big data technology;820.0;415.0;47.0;59.0;1655.0;journal;article;2020
"Background
Machine learning (ML) is a growing field in medicine. This narrative review describes the current body of literature on ML for clinical decision support in infectious diseases (ID).
Objectives
We aim to inform clinicians about the use of ML for diagnosis, classification, outcome prediction and antimicrobial management in ID.
Sources
References for this review were identified through searches of MEDLINE/PubMed, EMBASE, Google Scholar, biorXiv, ACM Digital Library, arXiV and IEEE Xplore Digital Library up to July 2019.
Content
We found 60 unique ML-clinical decision support systems (ML-CDSS) aiming to assist ID clinicians. Overall, 37 (62%) focused on bacterial infections, 10 (17%) on viral infections, nine (15%) on tuberculosis and four (7%) on any kind of infection. Among them, 20 (33%) addressed the diagnosis of infection, 18 (30%) the prediction, early detection or stratification of sepsis, 13 (22%) the prediction of treatment response, four (7%) the prediction of antibiotic resistance, three (5%) the choice of antibiotic regimen and two (3%) the choice of a combination antiretroviral therapy. The ML-CDSS were developed for intensive care units (n = 24, 40%), ID consultation (n = 15, 25%), medical or surgical wards (n = 13, 20%), emergency department (n = 4, 7%), primary care (n = 3, 5%) and antimicrobial stewardship (n = 1, 2%). Fifty-three ML-CDSS (88%) were developed using data from high-income countries and seven (12%) with data from low- and middle-income countries (LMIC). The evaluation of ML-CDSS was limited to measures of performance (e.g. sensitivity, specificity) for 57 ML-CDSS (95%) and included data in clinical practice for three (5%).
Implications
Considering comprehensive patient data from socioeconomically diverse healthcare settings, including primary care and LMICs, may improve the ability of ML-CDSS to suggest decisions adapted to various clinical contexts. Currents gaps identified in the evaluation of ML-CDSS must also be addressed in order to know the potential impact of such tools for clinicians and patients.";N. Peiffer-Smadja and T.M. Rawson and R. Ahmad and A. Buchard and P. Georgiou and F.-X. Lescure and G. Birgand and A.H. Holmes;"Infectious Diseases (Q1); Medicine (miscellaneous) (Q1); Microbiology (medical) (Q1)";683.0;504.0;United Kingdom;1995-2020;10.1016/j.cmi.2019.09.009;0.03171;154.0;;1198743X;1198743X;14690691;1198743X;8.067;Artificial intelligence, Clinical decision support system, Infectious diseases, Information technology, Machine learning;Elsevier Ltd.;;2529.0;Western Europe;2884.0;Q1;29316.0;Clinical microbiology and infection;Machine learning for clinical decision support in infectious diseases: a narrative review of current applications;24871.0;5153.0;503.0;1003.0;12723.0;journal;article;2020
;;Computer Science (miscellaneous) (Q1);267.0;489.0;Saudi Arabia;2014-2020;10.1016/j.jksuci.2020.11.016;;33.0;;13191578;22131248;13191578;22131248;;;King Saud University;;3987.0;Middle East;617.0;Q1;21100389724.0;Journal of king saud university - computer and information sciences;Erratum regarding missing declaration of competing interest statements in previously published articles;;1739.0;314.0;341.0;12519.0;journal;article;2020
This review highlights recent advances in atopic dermatitis (AD) and food allergy (FA), particularly on molecular mechanisms and disease endotypes, recent developments in global strategies for the management of patients, pipeline for future treatments, primary and secondary prevention and psychosocial aspects. During the recent years, there has been major advances in personalized/precision medicine linked to better understanding of disease pathophysiology and precision treatment options of AD. A greater understanding of the molecular and cellular mechanisms of AD through substantial progress in epidemiology, genetics, skin immunology and psychological aspects resulted in advancements in the precision management of AD. However, the implementation of precision medicine in the management of AD still requires the validation of reliable biomarkers, which will provide more tailored management, starting from prevention strategies towards targeted therapies for more severe diseases. Cutaneous exposure to food via defective barriers is an important route of sensitization to food allergens. Studies on the role of the skin barrier genes demonstrated their association with the development of IgE-mediated FA, and suggest novel prevention and treatment strategies for type 2 diseases in general because of their link to barrier defects not only in AD and FA, but also in asthma, chronic rhinosinusitis, allergic rhinitis and inflammatory bowel disease. The development of more accurate diagnostic tools, biomarkers for early prediction, and innovative solutions require a better understanding of molecular mechanisms and the pathophysiology of FA. Based on these developments, this review provides an overview of novel developments and advances in AD and FA, which are reported particularly during the last two years.;Kazunari Sugita and Cezmi A. Akdis;"Medicine (miscellaneous) (Q1); Immunology and Allergy (Q2)";201.0;316.0;Japan;1996-2020;10.1016/j.alit.2019.08.013;0.00452;58.0;;13238930;14401592;13238930;14401592;5.836;Atopic dermatitis, Barrier, Food allergy, Precision medicine, Mechanisms and pathophysiology;Japanese Society of Allergology;;3217.0;Asiatic Region;1490.0;Q1;20184.0;Allergology international;Recent developments and advances in atopic dermatitis and food allergy;3122.0;1245.0;111.0;335.0;3571.0;journal;article;2020
Hyperspectral imaging technology has evolved for over thirty years and is widely used for geologic mapping, environmental monitoring, vegetation analysis, atmospheric characterization, biological and chemical detection, etc. With advances in technology, hyperspectral imagery not only determines the presence of materials and objects, but more importantly, also quantifies the variability and abundance of the identified materials or objects. Airborne hyperspectral imagers still perform a vital role in remote sensing fields due to advantages of spatial resolution, performance capabilities in a cloudy atmosphere, and onboard maintenance as compared to similar imagers aboard spaceborne platforms. To date, hundreds of airborne hyperspectral systems have been designed, built, and operated. Here, a review of key technologies for airborne hyperspectral imaging technology during past three decades is presented. First discussed will be high throughput imaging modes, high quality spectroscopic subsystems, and high sensitivity detector technology used on current airborne hyperspectral imagers. Particularly, the importance of data-processing such as calibration, geometric rectification, and atmospheric correction are discussed. Next, several new and novel applications are presented on the basis of state-of-the-art airborne hyperspectral technology. Finally, an outlook of challenges and future technology directions is presented along with general advice for designing and realizing novel high-performance airborne hyperspectral systems in this rapidly evolving field. By illustrating the status and prospects of typical airborne hyperspectral imagers, this overview provides a comparison of the technologies employed in previous hyperspectral imaging systems, current imaging technology research programs and prospects for innovative technology in future airborne hyperspectral imaging platforms.;Jianxin Jia and Yueming Wang and Jinsong Chen and Ran Guo and Rong Shu and Jianyu Wang;"Atomic and Molecular Physics, and Optics (Q2); Condensed Matter Physics (Q2); Electronic, Optical and Magnetic Materials (Q2)";914.0;292.0;Netherlands;1994-2020;10.1016/j.infrared.2019.103115;;65.0;;13504495;13504495;13504495;13504495;;Airborne, Hyperspectral, Key technology, Surface reflectance, Application;Elsevier;;3501.0;Western Europe;542.0;Q2;12121.0;Infrared physics and technology;Status and application of advanced airborne hyperspectral imaging technology: a review;;2807.0;391.0;918.0;13688.0;journal;article;2020
As a much finer particle, particulate matter less than 1 μm (PM1) plays an important role on the haze formation and human health. However, the capability of mapping PM1 concentration is severely impaired by coarse temporal resolution and low estimation accuracy, largely due to the neglect of spatial or temporal autocorrelation of PM1. In order to improve the estimation of high-resolution PM1, here we developed a novel spatiotemporal model named extreme gradient boosting (XGBoost)-geographically and temporally weighted regression (GTWR) using Himawari-8 aerosol optical depth (AOD), meteorological factors, and geographical covariates. The estimation of PM1 over Zhejiang province showed that XGBoost-GTWR method was characterized by greater predictive ability (10-fold cross-validation R2 = 0.83, root mean squared error (RMSE) = 10.72 μg/m3) compared with other 11 models. Additionally, the extrapolation test was performed to validate the robustness of the hybrid model and the result demonstrated that XGBoost-GTWR can accurately predict the out-of-band PM1 concentration (R2 = 0.75 (0.60), RMSE = 12.71 (12.58) μg/m3). The PM1 concentration displayed pronounced spatial heterogeneity, with the highest value in Quzhou (34.72 ± 1.77 μg/m3) and the lowest in Zhoushan (26.39 ± 1.56 μg/m3), respectively. In terms of the seasonality, the highest PM1 concentration was observed in winter (39.06 ± 3.08 μg/m3), followed by those in spring (32.54 ± 3.09 μg/m3) and autumn (30.97 ± 4.50 μg/m3), and the lowest one in summer (25.57 ± 5.22 μg/m3). The high aerosol emission and adverse meteorological conditions (e.g., low boundary layer height and lack of precipitation) were key factors accounting for the peak PM1 concentration observed in winter. Also, the PM1 concentration exhibited significant diurnal variation, peaking at 1500 local solar time (LST) but reaching the lowest value at 1000 LST. This method enhances our capability of estimating hourly PM1 from space, and lays a solid data foundation for improving the assessment of the fine particle-related health effect.;Rui Li and Lulu Cui and Hongbo Fu and Ya Meng and Junlin Li and Jianping Guo;"Atmospheric Science (Q1); Environmental Science (miscellaneous) (Q1)";2034.0;493.0;United Kingdom;1968-1989, 1994-2021;10.1016/j.atmosenv.2020.117434;0.03998;240.0;;13522310;13522310;18732844;13522310;4.798;AOD, PM, XGBoost, GTWR, Zhejiang;Elsevier Ltd.;;5833.0;Western Europe;1400.0;Q1;23357.0;Atmospheric environment;Estimating high-resolution pm1 concentration from himawari-8 combining extreme gradient boosting-geographically and temporally weighted regression (xgboost-gtwr);68466.0;10479.0;609.0;2046.0;35523.0;journal;article;2020
This is the first systematic review to comprehensively capture Global Positioning Systems’ (GPS) utilization in active living research by investigating the influence of physical contexts and social environment on all intensities of physical activity and sedentary behavior among all age groups. An extensive search of peer-reviewed literature was conducted using six databases. Out of 2026 articles identified, 129 studies met the inclusion criteria. After describing the evolution of GPS use across four themes (study designs and methods, physical contexts and social environment, active transportation, and behaviors), evidence-based recommendations for active living research, policy, and practice were generated.;Tarun R. Katapally and Jasmin Bhawra and Pinal Patel;"Geography, Planning and Development (Q1); Health (social science) (Q1); Life-span and Life-course Studies (Q1); Public Health, Environmental and Occupational Health (Q1); Sociology and Political Science (Q1)";444.0;397.0;United Kingdom;1995-2020;10.1016/j.healthplace.2020.102453;;109.0;;13538292;13538292;13538292;13538292;;Global positioning systems, Active living, Physical activity, Sedentary behavior, Physical contexts, Social environment;Elsevier Ltd.;;6251.0;Western Europe;1341.0;Q1;29102.0;Health and place;A systematic review of the evolution of gps use in active living research: a state of the evidence for research, policy, and practice;;2110.0;174.0;448.0;10877.0;journal;article;2020
Nuclear magnetic resonance (NMR) spectroscopy acts as the best tool that can be used in tissue engineering scaffolds to investigate unknown metabolites. Moreover, metabolomics is a systems approach for examining in vivo and in vitro metabolic profiles, which promises to provide data on cancer metabolic alterations. However, metabolomic profiling allows for the activity of small molecules and metabolic alterations to be measured. Furthermore, metabolic profiling also provides high-spectral resolution, which can then be linked to potential metabolic relationships. An altered metabolism is a hallmark of cancer that can control many malignant properties to drive tumorigenesis. Metabolite targeting and metabolic engineering contribute to carcinogenesis by proliferation, and metabolic differentiation. The resulting the metabolic differences are examined with traditional chemometric methods such as principal component analysis (PCA), and partial least squares-discriminate analysis (PLS-DA). In this review, we examine NMR-based activity metabolomic platforms that can be used to analyze various fluxomics and for multivariant statistical analysis in cancer. We also aim to provide the reader with a basic understanding of NMR spectroscopy, cancer metabolomics, target profiling, chemometrics, and multifunctional tools for metabolomics discrimination, with a focus on metabolic phenotypic diversity for cancer therapeutics.;Ganesan Raja and Youngmi Jung and Sang Hoon Jung and Tae-Jin Kim;"Applied Microbiology and Biotechnology (Q2); Bioengineering (Q2); Biochemistry (Q3)";960.0;366.0;United Kingdom;1950, 1953-1955, 1973-1975, 1979-2020;10.1016/j.procbio.2020.08.023;0.00836;157.0;;13595113;00329592;13595113;00329592;3.757;Cancer, Metabolomics, Metabolic engineering, Target profiling, Software, Therapeutics;Elsevier BV;;5291.0;Western Europe;689.0;Q2;16134.0;Process biochemistry;1h-nmr-based metabolomics for cancer targeting and metabolic engineering –a review;21378.0;3554.0;380.0;963.0;20104.0;journal;article;2020
Advancing a new drug to market requires substantial investments in time as well as financial resources. Crucial bioactivities for drug candidates, including their efficacy, pharmacokinetics (PK), and adverse effects, need to be investigated during drug development. With advancements in chemical synthesis and biological screening technologies over the past decade, a large amount of biological data points for millions of small molecules have been generated and are stored in various databases. These accumulated data, combined with new machine learning (ML) approaches, such as deep learning, have shown great potential to provide insights into relevant chemical structures to predict in vitro, in vivo, and clinical outcomes, thereby advancing drug discovery and development in the big data era.;Linlin Zhao and Heather L. Ciallella and Lauren M. Aleksunes and Hao Zhu;"Drug Discovery (Q1); Pharmacology (Q1)";630.0;717.0;United Kingdom;1996-2020;10.1016/j.drudis.2020.07.005;0.0174;175.0;;13596446;18785832;13596446;18785832;7.851;;Elsevier Ltd.;;7656.0;Western Europe;1778.0;Q1;21196.0;Drug discovery today;Advancing computer-aided drug discovery (cadd) by big data and data-driven machine learning modeling;18695.0;5142.0;258.0;667.0;19752.0;journal;article;2020
