search_id;title;abstract;publication_year;authors;doi;content_type;issn;isbn
ieee_20221205_08_11_42;Big Data: Unleashing information;Summary form only given. At present, it is projected that about 4 zettabytes (or 10**21 bytes) of electronic data are being generated per year by everything from underground physics experiments to retail transactions to security cameras to global positioning systems. In the U. S., major research programs are being funded to deal with big data in all five economic sectors (i.e., services, manufacturing, construction, agriculture and mining) of the economy. Big Data is a term applied to data sets whose size is beyond the ability of available tools to undertake their acquisition, access, analytics and/or application in a reasonable amount of time. Whereas Tien (2003) forewarned about the data rich, information poor (DRIP) problems that have been pervasive since the advent of large-scale data collections or warehouses, the DRIP conundrum has been somewhat mitigated by the Big Data approach which has unleashed information in a manner that can support informed - yet, not necessarily defensible or knowledgeable - decisions or choices. Thus, by somewhat overcoming data quality issues with data quantity, data access restrictions with on-demand cloud computing, causative analysis with correlative data analytics, and model-driven with evidence-driven applications, appropriate actions can be undertaken with the obtained information. New acquisition, access, analytics and application technologies are being developed to further Big Data as it is being employed to help resolve the 14 grand challenges (identified by the National Academy of Engineering in 2008), underpin the 10 breakthrough technologies (compiled by the Massachusetts Institute of Technology in 2013) and support the Third Industrial Revolution of mass customization.;2013;James M. Tien;10.1109/ICSSSM.2013.6602615;Conferences;2161-1904;978-1-4673-4434-0
ieee_20221205_08_11_42;Store, schedule and switch - A new data delivery model in the big data era;The big data era is posing unprecedented challenges on the existing network infrastructure. In today's networks, data are transferred across the network as a combination of a series of packets, delivered one by one, without considering the data in their entirety with respective service level requirements. The so called elephant data, which may be less sensitive to transfer delay, compete precious network resources with mice data, in most cases from interactive and delay sensitive applications. Consequently, the Quality of Service (QoS) of interactive applications is hard to provision, and the utility of network is low. We propose a new data transfer model to complement the existing per-packet forwarding paradigm. In the new data transfer model, a service level requirement is assigned (by the data source) to each big data transfer request. Instead of transferring these data on per-packet bases immediately upon entering the network, the network stores the data until it find necessary, or enough network resource is available for that transfer. The scheduled data delivery is realized through the use of dynamic circuit switching. We also present some preliminary simulation results of SSS networks.;2013;Weiqiang Sun;10.1109/ICTON.2013.6602860;Conferences;2162-7339;978-1-4799-0683-3
ieee_20221205_08_11_42;Study on Big Data Center Traffic Management Based on the Separation of Large-Scale Data Stream;The network of traditional data center has been usually designed and constructed for the provision of user's equal access of data centre's resource or data. Therefore, network administrators have a strong tendency to manage user traffic from the viewpoint that the traffic has a similar size and characteristics. But, the emersion of big data begins to make data centers have to deal with 1015 byte-data transfer at once. Such a big data transfer can cause problems in network traffic management in the existed data center. And, the tiered network architecture of the legacy data center magnifies the magnitude of the problems. One of the well-known big data in science is from large hadron collider such as LHC in Swiss CERN. CERN LHC generates multi-peta byte data per year. From our experience of CERN data service, this paper showed the impact of network traffic affected by large-scale data stream using NS2 simulation, and then, suggested the evolution direction based on separating of large-scale data stream for the big data center's network architecture.;2013;Hyoung Woo Park;10.1109/IMIS.2013.104;Conferences;;978-0-7695-4974-3
ieee_20221205_08_11_42;Split File Model for Big Data in Low Throughput Storage;The demand for low-cost, large-scale storage is increasing. Recently, several low-throughput storage services such as the Pogo plug Cloud have been developed. These services are based on Amazon Glacier. They have low throughput, but low cost and large capacity. Therefore, these services are suitable for backups or archiving big data and can be used instead of offline storage tiers. To utilize such low throughput storage efficiently, we need tools for effective deduplication and resumable transfers, amongst others. We propose a split file model that can represent big data efficiently in low throughput storage. In the split file model, a large file is divided into many small parts, which are stored in a directory. We have developed tool commands to support the use of split files in a transparent way. Using these commands, replicated data is naturally excluded and effective shallow copying is supported. In this paper, we describe the split file model in detail and evaluate an implementation thereof.;2013;Minoru Uehara;10.1109/CISIS.2013.48;Conferences;;978-0-7695-4992-7
ieee_20221205_08_11_42;Assisting developers of Big Data Analytics Applications when deploying on Hadoop clouds;Big data analytics is the process of examining large amounts of data (big data) in an effort to uncover hidden patterns or unknown correlations. Big Data Analytics Applications (BDA Apps) are a new type of software applications, which analyze big data using massive parallel processing frameworks (e.g., Hadoop). Developers of such applications typically develop them using a small sample of data in a pseudo-cloud environment. Afterwards, they deploy the applications in a large-scale cloud environment with considerably more processing power and larger input data (reminiscent of the mainframe days). Working with BDA App developers in industry over the past three years, we noticed that the runtime analysis and debugging of such applications in the deployment phase cannot be easily addressed by traditional monitoring and debugging approaches. In this paper, as a first step in assisting developers of BDA Apps for cloud deployments, we propose a lightweight approach for uncovering differences between pseudo and large-scale cloud deployments. Our approach makes use of the readily-available yet rarely used execution logs from these platforms. Our approach abstracts the execution logs, recovers the execution sequences, and compares the sequences between the pseudo and cloud deployments. Through a case study on three representative Hadoop-based BDA Apps, we show that our approach can rapidly direct the attention of BDA App developers to the major differences between the two deployments. Knowledge of such differences is essential in verifying BDA Apps when analyzing big data in the cloud. Using injected deployment faults, we show that our approach not only significantly reduces the deployment verification effort, but also provides very few false positives when identifying deployment failures.;2013;Weiyi Shang;10.1109/ICSE.2013.6606586;Conferences;1558-1225;978-1-4673-3073-2
ieee_20221205_08_11_42;How deep data becomes big data;We present some problems and solutions for situations when compound and semantically rich nature of data records, such as scientific articles, creates challenges typical for big data processing. Using a case study of named entity matching in SONCA system we show how big data problems emerge and how they are solved by bringing together methods from database management and computational intelligence.;2013;Marcin Szczuka;10.1109/IFSA-NAFIPS.2013.6608465;Conferences;;978-1-4799-0348-1
ieee_20221205_08_11_42;Big-data integration methodologies for effective management and data mining of petroleum digital ecosystems;"Petroleum industries' big data characterize heterogeneity and they are often multidimensional in nature. In the recent past, explorers narrate petroleum system, as an ecosystem, in which elements and processes are constantly interacted and communicated each other. Exploration is one of the key super-type data dimensions of petroleum ecosystem, (including seismic dimension), exhibiting high degree of heterogeneity, sequence identity and structural similarity; this is especially the case for, elements and processes that are unique to petroleum systems of South East Asia. Existing approaches of petroleum data organizations have limitations in capturing and integrating petroleum systems data. An alternative method uses ontologies and does not rely on keywords or similarity metrics. The conceptual framework of petroleum ontology (PO) is to promote reuse of concepts and a set of algebraic operators for querying petroleum ontology instances. This ontology-based fine-grained multidimensional data structuring adapts to warehouse metadata modeling. The data integration process facilitates to metadata models, which are deduced for Indonesian sedimentary basins, and is useful for data mining and subsequent data interpretation including geological knowledge mapping.";2013;Shastri L Nimmagadda;10.1109/DEST.2013.6611345;Conferences;2150-4946;978-1-4799-0784-7
ieee_20221205_08_11_42;Data migration ecosystem for big data invited paper;Data Migration is the process of moving data from a system or systems to a new environment. Often, it is a sub-activity of a business application deployment. Big data is defined as data that is huge, has heterogeneous data dictionaries and involves complex manipulation. Due to nature of the process complexity and its resources hungry approach in migrating Big Data, special attention is required to have a proven methodology and ecosystem to govern the process. The Data Migration Ecosystem for Big Data is the productive set of interacting processes, practices and environments, to collect data from one location, storage medium, or hardware/software system, to cleanse, transform and transfer it to another. The processes and practices are governed by rules and disciplines, with the goal of ensuring information is complete, of high accuracy and consistent. This paper is based on our experience in migrating data for a Malaysia government agency, which involves approximately 1 billion rows of data from 31 heterogeneous sources / systems. Some of the data migrated was created in the seventies (1970), for which the business logic has since been enhanced or changed. The challenge is further complicated by available data being from proprietary databases that are non-RDMS compliance and includes data that is manually maintained in Microsoft Excel spreadsheets.;2013;Koong Wah Yan;10.1109/DEST.2013.6611352;Conferences;2150-4946;978-1-4799-0784-7
ieee_20221205_08_11_42;Big data: Issues, challenges, tools and Good practices;Big data is defined as large amount of data which requires new technologies and architectures so that it becomes possible to extract value from it by capturing and analysis process. Due to such large size of data it becomes very difficult to perform effective analysis using the existing traditional techniques. Big data due to its various properties like volume, velocity, variety, variability, value and complexity put forward many challenges. Since Big data is a recent upcoming technology in the market which can bring huge benefits to the business organizations, it becomes necessary that various challenges and issues associated in bringing and adapting to this technology are brought into light. This paper introduces the Big data technology along with its importance in the modern world and existing projects which are effective and important in changing the concept of science into big science and society too. The various challenges and issues in adapting and accepting Big data technology, its tools (Hadoop) are also discussed in detail along with the problems Hadoop is facing. The paper concludes with the Good Big data practices to be followed.;2013;Avita Katal;10.1109/IC3.2013.6612229;Conferences;;978-1-4799-0190-6
ieee_20221205_08_11_42;Wearable monitors on babies: Big data saving little people;"Today 8% of Canadian babies are born premature and internationally the average is 10% These early births, are responsible for three quarters of all infant deaths in Canada. Premature infants together with ill term infants are cared for in Neonatal Intensive Care U nits (NICUs) internationally contain state of th e art medical equipment to monitor and provide life support, resulting in a significant Big Data environment. In addition, graduates of neonatal intensive care may be discharged with medical devices to support continued monitoring as ambulatory patients in and outside the ho me setting. In both NICU and ambulatory contexts wearable patient monitoring has many social implications. This research presents an assessment of the social implications of Big Data solutions for criti cal care within the context of the Artemis project that is enabling Big Data solutions for: 1) Real-ti me processing of complex intensive care physiological signals for new and earlier condition onset detection; 2) new approaches to physiological data analysis to support clinical research; and 3) cloud computing/services computing to provide rural and remote communities with greater options for a dvanced critical care within their own community healthcare facilities.";2013;Carolyn McGregor;10.1109/ISTAS.2013.6613120;Conferences;2158-3404;978-1-4799-1242-1
ieee_20221205_08_11_42;HireSome-II: Towards Privacy-Aware Cross-Cloud Service Composition for Big Data Applications;Cloud computing promises a scalable infrastructure for processing big data applications such as medical data analysis. Cross-cloud service composition provides a concrete approach capable for large-scale big data processing. However, the complexity of potential compositions of cloud services calls for new composition and aggregation methods, especially when some private clouds refuse to disclose all details of their service transaction records due to business privacy concerns in cross-cloud scenarios. Moreover, the credibility of cross-clouds and on-line service compositions will become suspicional, if a cloud fails to deliver its services according to its “promised” quality. In view of these challenges, we propose a privacy-aware cross-cloud service composition method, named HireSome-II (History record-based Service optimization method) based on its previous basic version HireSome-I. In our method, to enhance the credibility of a composition plan, the evaluation of a service is promoted by some of its QoS history records, rather than its advertised QoS values. Besides, the k-means algorithm is introduced into our method as a data filtering tool to select representative history records. As a result, HireSome-II can protect cloud privacy, as a cloud is not required to unveil all its transaction records. Furthermore, it significantly reduces the time complexity of developing a cross-cloud service composition plan as only representative ones are recruited, which is demanded for big data processing. Simulation and analytical results demonstrate the validity of our method compared to a benchmark.;2015;Wanchun Dou;10.1109/TPDS.2013.246;Journals;2161-9883;
ieee_20221205_08_11_42;Call for papers special issue of Tsinghua Science and Technology on cloud computing and big data;This special issue on Cloud Computing and Big Data of Tsinghua Science and Technology is devoted to gather and present new research that addresses the challenges in the broad areas of Cloud Computing and Big Data. Despite being popular topics in both industry and academia, Cloud Computing and Big Data are having more unsolved problems, not fewer. Challenging problems include key enabling technologies like virtualization and software defined network, powerful data process like deep learning and No-SQL, energy efficiency, privacy and policy, new ecosystem and many more.;2013;;10.1109/TST.2013.6616527;Journals;1007-0214;
ieee_20221205_08_11_42;Inconsistencies in big data;We are faced with a torrent of data generated and captured in digital form as a result of the advancement of sciences, engineering and technologies, and various social, economical and human activities. This big data phenomenon ushers in a new era where human endeavors and scientific pursuits will be aided by not only human capital, and physical and financial assets, but also data assets. Research issues in big data and big data analysis are embedded in multi-dimensional scientific and technological spaces. In this paper, we first take a close look at the dimensions in big data and big data analysis, and then focus our attention on the issue of inconsistencies in big data and the impact of inconsistencies in big data analysis. We offer classifications of four types of inconsistencies in big data and point out the utility of inconsistency-induced learning as a tool for big data analysis.;2013;Du Zhang;10.1109/ICCI-CC.2013.6622226;Conferences;;978-1-4799-0781-6
ieee_20221205_08_11_42;Is privacy still an issue in the era of big data? — Location disclosure in spatial footprints;Geospatial data that were once difficult to obtain are now readily available to the public with the development of geospatial technologies. The ubiquitous use of social networking and location-based services enables easy sharing of personal stories among many people. With or without awareness of location disclosure, some users reveal a considerable amount of geopersonal information to the general public. Privacy issues have been raised again in the GIScience community. This study shows that home and work places may be inferred from georeferenced tweets of heavy Twitter users. Is privacy still an issue in the era of big data when people freely share blogs, photos, videos, and spatial footprints over the Internet? Or do people willingly decide to give out location information in order to gain benefits from the disclosure? After a discussion on possible reasons for people to share spatial footprints, this paper invites more research on perception of geoprivacy.;2013;Linna Li;10.1109/Geoinformatics.2013.6626191;Conferences;2161-0258;978-1-4673-6227-6
ieee_20221205_08_11_42;BigLS - The 1st International Workshop on Big Data in Life Sciences;With the ever-increasing volume, velocity and variety biological and biomedical data collections continue to pose new challenges and increasing demands on computing and data management. The inherent complexity of this big data has forced us to rethink how we collect, store, combine and analyze it.;2013;Ananth Kalyanaraman;10.1109/ICCABS.2013.6629242;Conferences;;978-1-4799-0716-8
ieee_20221205_08_11_42;Workflow-driven programming paradigms for distributed analysis of biological big data;Scientific workflows have been used as a programming model to automate scientific tasks ranging from short pipelines to complex workflows that span across heterogeneous data and computing resources. While utilization of scientific workflow technologies varies slightly across different scientific disciplines, all informatics and computational science disciplines provide a common set of attributes to facilitate and accelerate workflow-driven research. Scientific workflows provide assembly of complex processing easily in local or distributed environments via rich and expressive programming models. Scientific workflows enable transparent access to diverse resources ranging from local clusters and traditional supercomputers to elastic and heterogeneous Cloud resources. Scientific workflows support incorporation of multiple software tools including domain specific tools for standard processing to custom generalized workflows and middleware tools that can be reused in various contexts. Scientific workflows often collect provenance information on workflow entities, e.g., workflow definitions, their executions and run time parameters, and, in turn, assure a level of reproducibility while enabling referencing and replicating results. While doing all these, scientific workflows often foster an open-source, open-access and standards-driven community development model based on sharing and collaborations. Cyberinfrastructure platforms and gateways commonly employ scientific workflows to bridge the gap between the infrastructure and users needs. While capturing and communicating the scientific process formally, workflows ensure flexibility, synergy between users, provide optimized usage of resources, increase reuse and ensure compliance with system specific data models and community-driven standards. Currently, scientific workflows are used widely in life sciences at different stages of end-to-end data lifecycle from generation to analysis and publication of biological data. The data handled by such workflows can be produced by sequencers, sensor networks, medical imaging instruments and other heterogeneous resources at significant rates at decreasing costs making the analysis and archival of such data a 'big data' challenge. Additionally, these new biological data resources are making new and exciting research in areas including metagenomics and personalized medicine possible. However, the analysis of big biological data is still very costly requiring new scalable computational models and programming paradigms to be applied to biological analysis. Although, some new paradigms exists for analysis of big data, application of these best practices to life sciences is still in its infancy. Scientific workflows can act as a scaffold and help speed this process up via combination of existing programming models and computational models with the challenges of biological problems as reusable blocks. In this talk, I will talk about such an approach that builds upon distributed data parallel patterns, e.g., MapReduce, and underlying execution engines, e.g., Hadoop, and matches the computational requirements of bioinformatics tools with such patterns and engines. The results of the presented approach is developed as a part of the bioKepler (bioKepler.org) module and can be downloaded to work within the release 2.4 of the Kepler scientific workflow system (kepler-project.org).;2013;Ilkay Altintas;10.1109/ICCABS.2013.6629243;Conferences;;978-1-4799-0716-8
ieee_20221205_08_11_42;Breaking the boundary for whole-system performance optimization of big data;MapReduce plays an critical role in finding insights in Big Data. The performance optimization of MapReduce programs is challenging because it requires a comprehensive understanding of the whole system including both hardware layers (processors, storages, networks and etc), and software stacks (operating systems, JVM, runtime, applications and etc). However, most of the existing performance tuning and optimization are based on empirical and heuristic attempts. It remains a blank on how to build a systematical framework which breaks the boundary of multiple layers for performance optimization. In this paper, we propose a performance evaluation framework by correlating performance metrics from different layers, which provides insights to efficiently pinpoint the performance issue. This framework is composed of a series of predefined patterns. Each pattern indicates one or more potential issues. The behavior of a MapReduce program is mapped to the corresponding resource utilization. The framework provides a holistic approach which allows users at different levels of experience to conduct MapReduce program performance optimization. We use Terasort benchmark running on a 10-node Power7R2 cluster as a real case to show how this framework improves the performance. By this framework, we finally get the Terasort result improved from 47 mins to less than 8 mins. In addition to the best practice on performance tuning, several key findings are summarized as valuable workload analysis for JVM, MapReduce runtime and application design.;2013;Yan Li;10.1109/ISLPED.2013.6629278;Conferences;;978-1-4799-1234-6
ieee_20221205_08_11_42;The role of big data in improving power system operation and protection;This paper focuses on the use of extremely large data sets in power system operation, control, and protection, which are difficult to process with traditional database tools and often termed big data. We will discuss three aspects of using such data sets: feature extraction, systematic integration for power system applications, and examples of typical applications in the utility industry. The following analytics tasks based on big data methodology are elaborated upon: corrective, predictive, distributed and adaptive. The paper also outlines several research topics related to asset management, operation planning, realtime monitoring and fault detection/protection that present new opportunities but require further investigation.;2013;Mladen Kezunovic;10.1109/IREP.2013.6629368;Conferences;;978-1-4799-0199-9
ieee_20221205_08_11_42;Big Data's Risks and Opportunities for ICT Agriculture;"Big Data is becoming a common term among researchers, who are looking for a tool to broaden their research and to improve their results because the ""probable"" relation between different scientific areas. But, although the term Big Data is not new, its recent application and methodologies are changing some well establish paradigms in the research area as well in the several industry applications where Big Data methodologies are used. Because of their rapid development, Big Data is also raising specific issues related to some of its core concepts. It is the aim of this paper to address these issues and to create a common background to be applied in the new NEDO project in which Sojo University is an active research member.";2013;Dennis A. Ludena R;10.1109/IIAI-AAI.2013.60;Conferences;;978-1-4799-2134-8
ieee_20221205_08_11_42;Virtual Dataspace -- A Service Oriented Model for Scientific Big Data;The massive, distributed, heterogeneous and diverse features of big data have raised challenges to traditional data management systems. As the development and innovation of Data Space, virtual data space (VDS) model is proposed for big data management. Local ontologies are created from data sources. Then the local ontologies are mapped and formed a global ontology. Based on this, access log and user feedback are considered for data evolution. At last, a material scientists-oriented service (materials scholar assistant) is introduced as the application case of VDS.;2013;Wei Lin;10.1109/EIDWT.2013.5;Conferences;;978-1-4799-2140-9
ieee_20221205_08_11_42;On use of big data for enhancing network coverage analysis;Proliferation of data services has made it mandatory for operators to be able identify geographical regions with 3G connectivity discontinuity in a scalable and cost-efficient manner. The currently used methods for such analysis are either costly — such as in drive tests, partly unreliable — such as in network simulation approaches, or are not precise enough — such as in base station key performance indicators (KPI) based approaches. In this paper, towards addressing these inadequacies, we propose a 3G coverage analysis method that makes use of “big data” processing schemes and the vast amounts of network data logged in mobile operators. In the proposed scheme, the BSSAP mobility and radio resource management messages between the BSS and MSC nodes of the operator network are processed to identify inter-technology handovers from 3G (WCDMA) access to 2G (EDGE, GPRS, GSM). Demonstrative examples show that the proposed mechanism produces accurate and precise results, outperforming the base station KPI-based approach.;2013;Ömer Faruk Çelebi;10.1109/ICTEL.2013.6632155;Conferences;;978-1-4673-6425-6
ieee_20221205_08_11_42;Survey of Research on Big Data Storage;With the development of cloud computing and mobile Internet, the issues related to big data have been concerned by both academe and industry. Based on the analysis of the existed work, the research progress of how to use distributed file system to meet the challenge in storing big data is expatiated, including four key techniques: storage of small files, load balancing, copy consistency, and de-duplication. We also indicate some key issues need to concern in the future work.;2013;Xiaoxue Zhang;10.1109/DCABES.2013.21;Conferences;;978-0-7695-5060-2
ieee_20221205_08_11_42;Big data on small screens;Data is one of the integral assets of the organization. There are many companies which have the huge amount of data but the challenge lies in how to make it more usable. In this 21st century the world around us is rapidly changing and smartphones are tightly coupled to the users. Customers mainly concentrate on using smartphone devices to access telephonic services. Whereas now it's the time for companies to make use of this available big data from the customers. This big data can be used in one or the other form in understanding the behavior of the customers. In this paper author would present the usage of the big data on smart phones to provide sophisticated services to the customers in real time. Also author would explore how this big data on small screens can make a difference in major events like US Presidential Elections.;2013;Aditya R Desai;10.1109/ICACCI.2013.6637287;Conferences;;978-1-4799-2659-6
ieee_20221205_08_11_42;HPCS 2013 Keynotes: Tuesday keynote: Big process for big data;"These keynotes discuss the following: Big Process for Big Data; Killer-Mobiles: The Way Towards Energy Efficient High Performance Computers?; The UberCloud HPC Experiment - Paving the Way to HPC as a Service; and High Performance Fault Tolerance / Resilience at Extreme Scale.";2013;Ian Foster;10.1109/HPCSim.2013.6641378;Conferences;;978-1-4799-0837-0
ieee_20221205_08_11_42;Big data analytics as a service: Exploring reuse opportunities;As data scientists, we live in interesting times. Data has been the No. 1 fast growing phenomenon on the Internet for the last decade. Big data analytics have the potential to reveal deep insights hidden by big data that exceeds the processing capacity of existing systems, such as peer influence among customers, revealed by analyzing shoppers' transactions, social and geographical data. In the past 40 years, data was primarily used to record and report business activities and scientific events, and in the next 40 years data will be used also to derive new insights, to influence business decisions and to accelerate scientific discovery. The key challenge is to provide the right platforms and tools to make reasoning of big data easy and simple. In this keynote talk, I will explore reuse opportunities and challenges from multiple dimensions towards delivering big data analytics as a service. I will illustrate by example the importance and challenges of utilizing programmable algorithm abstractions for many seemingly domain-dependent data analytics tasks. Another reuse opportunity is to exploit unconventional data structures and big data processing constructs to simplify and speed up the big data processing.;2013;Ling Liu;10.1109/IRI.2013.6642438;Conferences;;978-1-4799-1050-2
ieee_20221205_08_11_42;Implementation of the Big Data concept in organizations - possibilities, impediments and challenges;This paper is devoted to the analysis of the Big Data phenomenon. It is composed of seven parts. In the first, the growing role of data and information and their rapid increase in the new socio-economical reality, are discussed. Next, the notion of Big Data is defined and the main sources of growth of data are characterized. In the following part of the paper the most significant possibilities linked with Big Data are presented and discussed. The next part is devoted to the characterization of tools, techniques and the most useful data in the context of Big Data initiatives. In the following part of the paper the success factors of Big Data initiatives are analyzed, followed by an analysis of the most important problems and challenges connected with Big Data. In the final part of the paper, the most significant conclusions and suggestions are offered.;2013;Janusz Wielki;;Conferences;;978-83-60810-52-1
ieee_20221205_08_11_42;Applying big data and linked data concepts in supply chains management;"One of the contemporary problems, and at the same time a big opportunity, in business networks of supply chains are the issues associated with the vast amounts of data arising there. The data may be utilized by the decision support systems in logistics; nevertheless, often there is an information integration problem. The problems with information interchange are related to issues with exchange between independently designed data systems. The networked supply chains will need appropriate IT architectures to support the cooperating business units utilizing structured and unstructured big data and the mechanisms to integrate data in heterogeneous supply chains. In this paper we analyze the capabilities of the big data technology architectures with cloud computing under usage of Linked Data in business process management in supply chains to cope with unstructured near-time data and data silos problems. We present our approach on a 4PL (Fourth-party Logistics) integrator business process example.";2013;Silva Robak;;Conferences;;978-83-60810-52-1
ieee_20221205_08_11_42;Using Big Data and predictive machine learning in aerospace test environments;"It is estimated that in 2012 most mid-size companies in the USA generate the equivalent data of the US Library of Congress in 1 year. As a company, Wal-Mart creates the equivalent of 50 million filing cabinets worth of data every hour. While these numbers seem incredible, the trend for most companies is an increasing volume of data generation and storage. Test Data generated by Automatic Test Equipment (ATE) in R&D, manufacturing and Repair environments is no exception to this increased volume of data. The challenge of this enormous amount of Test Data is how to provide people with effective ways to make decisions from it. Data visualization through charts, graphs and reports has been, historically, one of the more effective ways to provide actionable intelligence because humans can readily make decisions based on patterns and comparisons. But as data volume goes up, even this method is reaching its limits. When one starts to combine large datasets like Manufacturing Test Data and Repair Data together, data visualization becomes problematic. More sophisticated algorithmic, machine learning and predictive approaches become critical. In this paper, we will explore the experiences of using predictive algorithms on ""Big Data"" from both Manufacturing Test and Repair Test environments in the complex mission critical aerospace industry. By effectively using datasets from different functional areas, we will be looking at applying SPC techniques to answer new questions about the correlation of Repair test data and manufacturing data with the end goal to predict number of returns in the future and minimize product escapes.";2013;Tom Armes;10.1109/AUTEST.2013.6645085;Conferences;1558-4550;978-1-4673-5681-7
ieee_20221205_08_11_42;Embedded Analytics and Statistics for Big Data;Embedded analytics and statistics for big data have emerged as an important topic across industries. As the volumes of data have increased, software engineers are called to support data analysis and applying some kind of statistics to them. This article provides an overview of tools and libraries for embedded data analytics and statistics, both stand-alone software packages and programming languages with statistical capabilities.;2013;Panos Louridas;10.1109/MS.2013.125;Magazines;1937-4194;
ieee_20221205_08_11_42;Rock Stars of Big Data Advertisement;Rock Stars of Big Data Advertisement;2013;;10.1109/MS.2013.130;Magazines;1937-4194;
ieee_20221205_08_11_42;Location: A Feature for Service Selection in the Era of Big Data;This paper introduces a service selection model with the service location considered. The location of a service represents its position in the network, which determines the transmission cost of calling this service in the composite service. The more concentrated the invoking services are, the less transmission time the composite service costs. On the other hand, the more and more popular big data processing services, which need to transfer mass data as input, make the effect much more obvious than ever before. Therefore, it is necessary to introduce service location as a basic feature in service selection. The definition and membership functions of service location are presented in this paper. After that, the optimal service selection problem is represented as an optimization problem under some reasonable assumptions. A shortest-path based algorithm is proposed to solve this optimization problem. At last, the case of railway detection is studied for better understanding of our model.;2013;Luo Zhiling;10.1109/ICWS.2013.75;Conferences;;978-0-7695-5025-1
ieee_20221205_08_11_42;pLSM: A Highly Efficient LSM-Tree Index Supporting Real-Time Big Data Analysis;Big Data boosts the development of data management and analysis in database systems but it also poses a challenge to traditional database. NoSQL databases are provided to deal with the new challenges brought by Big Data because of its high performance, storage, scalability and availability. In NoSQL databases, it is an essential requirement to provide scalable and efficient index services for real-time data analysis. Most existing index solutions focus on improving write throughput, but at the cost of poor read performance. We designed a new plug-in system PuntStore with pLSM (Punt Log Structured Merge Tree) index engine. To improve read performance, Cache Oblivious Look-ahead Array (COLA) is adopted in our design. We also presented a novel compact algorithm in bulk deletion to support migration of data from temporary storage to data warehouse for further analysis.;2013;Jin Wang;10.1109/COMPSAC.2013.40;Conferences;0730-3157;978-0-7695-4986-6
ieee_20221205_08_11_42;Big Data -- Opportunities and Challenges Panel Position Paper;This paper summarizes opportunities and challenges of big data. It identifies important research directions and includes a number of questions that have been debated by the panel.;2013;Elisa Bertino;10.1109/COMPSAC.2013.143;Conferences;0730-3157;978-0-7695-4986-6
ieee_20221205_08_11_42;Analytics over Big Data: Exploring the Convergence of DataWarehousing, OLAP and Data-Intensive Cloud Infrastructures;This paper explores the convergence of Data Warehousing, OLAP and data-intensive Cloud Infrastructures in the context of so-called analytics over Big Data. The paper briefly reviews some state-of-the-art proposals, highlights open research issues and, finally, it draws possible research directions in this scientific field.;2013;Alfredo Cuzzocrea;10.1109/COMPSAC.2013.152;Conferences;0730-3157;978-0-7695-4986-6
ieee_20221205_08_11_42;Rock Stars of Big Data Advertisement;Rock Stars of Big Data Advertisement;2013;;10.1109/MC.2013.370;Magazines;1558-0814;
ieee_20221205_08_11_42;Data Evolution Analysis of Virtual DataSpace for Managing the Big Data Lifecycle;New challenge about the constantly changing of associated data in big data management has arisen, which leads to the issue of data evolution. In this paper, a data evolution model of Virtual Data Space (VDS) is proposed for managing the big data lifecycle. Firstly, the concept of data evolution cycle is defined, and the lifecycle process of big data management is described. Based on these, the data evolution lifecycle is analyzed from the data relationship, the user requirements, and the operation behavior. Secondly, the classification and key concepts about the data evolution process are described in detail. According to this, the data evolution model is constructed by defining the related concepts and analyzing the data association in VDS, for the capture and tracking of dynamic data in the data evolution cycle. Then we discuss the cost problem about data dissemination and change. Finally, as the application case, the service process of dynamic data in the field of materials science is described and analyzed. We verify the validity of data evolution modeling in VDS by the comparison of traditional database, data space, and VDS. It shows that this analysis method is efficient for the data evolution processing, and very suitable for the data-intensive application and the real-time dynamic service.;2013;Xin Cheng;10.1109/IPDPSW.2013.57;Conferences;;978-0-7695-4979-8
ieee_20221205_08_11_42;A Workflow Framework for Big Data Analytics: Event Recognition in a Building;This paper studies event recognition in a building based on the patterns of power consumption. It is a big challenge to identify what kinds of events happened in a building without additional devices such as camera and motion sensors, etc. Instead, we learn when and how the events happened from the historical record of power consumption and apply the lesson into the design of an event recognition system (ERS). The ERS will find out abnormal power usage to avoid wasting power, which leads to the energy savings in a building. The ERS involves big data analytics with a large size of dataset collected in a real time. Such a data intensive system is usually viewed as a workflow. A workflow management is a significant task of the system requiring data analysis in terms of the system scalability to maintain high throughput or fast speed analysis. We propose a workflow framework that allows users to perform remote and parallel workflow execution, whose tasks are efficiently scheduled and distributed in cloud computing environment. We run the ERS as a target system for the proposed framework with power consumption data (whose size is approximately 20GB or more) collected from each of over 240 rooms in a building at Dept. of Engineering, Tokyo University in 2011. We show that the proposed framework accelerates the speed of data analysis by providing scaling infrastructure and parallel processing feature utilizing cloud computing technologies. We also share our experience and results on the big data analytics and discuss how the studies contribute to achieve Green Campus.;2013;Chonho Lee;10.1109/SERVICES.2013.29;Conferences;2378-3818;978-0-7695-5024-4
